Title, Career, Grading, Class Number, Type, Credits, GE, Status, Available Seats, Enrollment Cap, Enrolled, WaitCap, WaitList
['\n        CMPE 280V - 01\xa0\xa0 Seminar on Computer Vision    ', 'Graduate', 'Student Option', '42662', 'Seminar', '2 units', '\xa0', ' Open', '1', '10', '9', '0', '0']
['\n        CMPE 293 - 01\xa0\xa0 Advanced Topics in Computer Engineering    ', 'Graduate', 'Student Option', '43590', 'Seminar', '5 units', '\xa0', ' Open', '6', '25', '19', '0', '0']
['\n        CMPM 25 - 01\xa0\xa0 Introduction to 3D Modeling    ', 'Undergraduate', 'Student Option', '42975', 'Lecture', '5 units', 'PR-C', ' Closed', '0', '200', '200', '0', '0']
['\n        CMPM 80K - 01\xa0\xa0 Foundations of Video Game Design    ', 'Undergraduate', 'Student Option', '42619', 'Lecture', '5 units', 'IM', ' Closed', '0', '325', '326', '0', '0']
['\n        CMPM 121 - 01\xa0\xa0 Game Technologies    ', 'Undergraduate', 'Student Option', '43836', 'Lecture', '5 units', '\xa0', ' Open', '48', '150', '102', '0', '0']
['\n        CMPM 150 - 01\xa0\xa0 Creating Digital Audio    ', 'Undergraduate', 'Student Option', '43295', 'Lecture', '5 units', 'PR-C', ' Open', '1', '100', '99', '0', '0']
['\n        CMPM 171 - 01\xa0\xa0 Game Design Studio II    ', 'Undergraduate', 'Student Option', '42790', 'Lecture', '7 units', '\xa0', ' Open', '4', '110', '106', '0', '0']
['\n        CMPM 178 - 01\xa0\xa0 Human-Centered Design Research    ', 'Undergraduate', 'Student Option', '43067', 'Lecture', '5 units', 'PR-C', ' Closed', '0', '100', '100', '0', '0']
['\n        CMPM 202 - 01\xa0\xa0 Computation Media Research    ', 'Graduate', 'Student Option', '43253', 'Seminar', '5 units', '\xa0', ' Open', '7', '25', '18', '0', '0']
['\n        CMPM 206 - 01\xa0\xa0 Computational Media Research Preparation    ', 'Graduate', 'Student Option', '43331', 'Seminar', '2 units', '\xa0', ' Open', '13', '15', '2', '0', '0']
['\n        CMPM 280G - 01\xa0\xa0 Seminar in Generative Methods    ', 'Graduate', 'Student Option', '43286', 'Seminar', '2 units', '\xa0', ' Open', '12', '20', '8', '0', '0']
['\n        CMPM 280H - 01\xa0\xa0 Seminar in Human-Computer Interaction and Computational Media    ', 'Graduate', 'Student Option', '43218', 'Seminar', '2 units', '\xa0', ' Open', '10', '15', '5', '0', '0']
['\n        CMPM 280K - 01\xa0\xa0 Seminar in Interactive Systems for Individuals with Special Needs    ', 'Graduate', 'Student Option', '43219', 'Seminar', '2 units', '\xa0', ' Open', '28', '30', '2', '0', '0']
['\n        CMPM 280X - 01\xa0\xa0 Expressive AI    ', 'Graduate', 'Student Option', '43595', 'Seminar', '2 units', '\xa0', ' Open', '8', '15', '7', '0', '0']
['\n        CMPM 290A - 01\xa0\xa0 Topics in Computational Media    ', 'Graduate', 'Student Option', '43268', 'Seminar', '5 units', '\xa0', ' Open', '16', '25', '9', '0', '0']
['\n        CMPS 5J - 01\xa0\xa0 Introduction to Programming in Java    ', 'Undergraduate', 'Student Option', '41344', 'Lecture', '5 units', 'MF', ' Open', '2', '420', '418', '0', '0']
['\n        CMPS 5P - 01\xa0\xa0 Introduction to Programming in Python    ', 'Undergraduate', 'Student Option', '42827', 'Lecture', '5 units', 'MF', ' Open', '4', '240', '236', '0', '0']
['\n        CMPS 12A - 01\xa0\xa0 Introduction to Programming (Accelerated)    ', 'Undergraduate', 'Student Option', '41335', 'Lecture', '5 units', '\xa0', ' Closed', '0', '155', '190', '0', '0']
['\n        CMPS 12B - 01\xa0\xa0 Introduction to Data Structures    ', 'Undergraduate', 'Student Option', '41336', 'Lecture', '5 units', 'MF', ' Open', '65', '200', '135', '0', '0']
['\n        CMPS 12B - 02\xa0\xa0 Introduction to Data Structures    ', 'Undergraduate', 'Student Option', '41337', 'Lecture', '5 units', 'MF', ' Closed', '0', '231', '247', '0', '0']
['\n        CMPS 12L - 01\xa0\xa0 Computer Programming Laboratory    ', 'Undergraduate', 'Student Option', '41338', 'Laboratory', '2 units', '\xa0', ' Open', '12', '200', '188', '0', '0']
['\n        CMPS 12M - 01\xa0\xa0 Data Structures Laboratory    ', 'Undergraduate', 'Student Option', '42565', 'Laboratory', '2 units', '\xa0', ' Open', '82', '219', '137', '0', '0']
['\n        CMPS 12M - 02\xa0\xa0 Data Structures Laboratory    ', 'Undergraduate', 'Student Option', '42572', 'Laboratory', '2 units', '\xa0', ' Open', '1', '251', '250', '0', '0']
['\n        CMPS 42A - 01\xa0\xa0 Student-directed Seminar: Survey of Applied Computational Science    ', 'Undergraduate', 'Pass/Not Pass', '43948', 'Seminar', '5 units', '\xa0', ' Open', '6', '40', '34', '0', '0']
['\n        CMPS 101 - 01\xa0\xa0 Algorithms and Abstract Data Types    ', 'Undergraduate', 'Student Option', '41355', 'Lecture', '5 units', '\xa0', ' Closed', '0', '220', '220', '0', '0']
['\n        CMPS 101 - 02\xa0\xa0 Algorithms and Abstract Data Types    ', 'Undergraduate', 'Student Option', '41361', 'Lecture', '5 units', '\xa0', ' Open', '129', '220', '91', '0', '0']
['\n        CMPS 102 - 01\xa0\xa0 Introduction to Analysis of Algorithms    ', 'Undergraduate', 'Student Option', '41367', 'Lecture', '5 units', '\xa0', ' Closed', '0', '200', '200', '0', '0']
['\n        CMPS 107 - 01\xa0\xa0 Open Source Programming    ', 'Undergraduate', 'Student Option', '43202', 'Lecture', '5 units', '\xa0', ' Open', '2', '25', '23', '0', '0']
['\n        CMPS 107 - 50\xa0\xa0 Open Source Programming    ', 'Undergraduate', 'Student Option', '43203', 'Lecture', '5 units', '\xa0', ' Open', '3', '5', '2', '0', '0']
['\n        CMPS 109 - 01\xa0\xa0 Advanced Programming    ', 'Undergraduate', 'Student Option', '41375', 'Lecture', '5 units', '\xa0', ' Open', '4', '120', '116', '0', '0']
['\n        CMPS 111 - 01\xa0\xa0 Introduction to Operating Systems    ', 'Undergraduate', 'Student Option', '41379', 'Lecture', '5 units', '\xa0', ' Closed', '0', '120', '120', '0', '0']
['\n        CMPS 112 - 01\xa0\xa0 Comparative Programming Languages    ', 'Undergraduate', 'Student Option', '41383', 'Lecture', '5 units', '\xa0', ' Open', '13', '250', '237', '0', '0']
['\n        CMPS 116 - 01\xa0\xa0 Software Design Project    ', 'Undergraduate', 'Student Option', '41389', 'Lecture', '5 units', 'PR-E', ' Closed', '0', '65', '67', '0', '0']
['\n        CMPS 116 - 02\xa0\xa0 Software Design Project    ', 'Undergraduate', 'Student Option', '41390', 'Lecture', '5 units', 'PR-E', ' Closed', '0', '65', '67', '0', '0']
['\n        CMPS 116 - 03\xa0\xa0 Software Design Project    ', 'Undergraduate', 'Student Option', '44051', 'Lecture', '5 units', 'PR-E', ' Closed', '0', '0', '34', '0', '0']
['\n        CMPS 118 - 01\xa0\xa0 Algorithmic Foundations of Cryptography    ', 'Undergraduate', 'Student Option', '43837', 'Lecture', '5 units', '\xa0', ' Open', '12', '50', '38', '0', '0']
['\n        CMPS 122 - 01\xa0\xa0 Computer Security    ', 'Undergraduate', 'Student Option', '41391', 'Lecture', '5 units', '\xa0', ' Open', '37', '120', '83', '0', '0']
['\n        CMPS 130 - 01\xa0\xa0 Computational Models    ', 'Undergraduate', 'Student Option', '41394', 'Lecture', '5 units', '\xa0', ' Open', '5', '120', '115', '0', '0']
['\n        CMPS 132 - 01\xa0\xa0 Computability and Computational Complexity    ', 'Undergraduate', 'Student Option', '41395', 'Lecture', '5 units', '\xa0', ' Open', '18', '40', '22', '0', '0']
['\n        CMPS 132W - 01\xa0\xa0 Computability and Computational Complexity    ', 'Undergraduate', 'Student Option', '42981', 'Seminar', '2 units', '\xa0', ' Open', '32', '40', '8', '0', '0']
['\n        CMPS 140 - 01\xa0\xa0 Artificial Intelligence    ', 'Undergraduate', 'Student Option', '41398', 'Lecture', '5 units', '\xa0', ' Closed', '0', '80', '80', '0', '0']
['\n        CMPS 143 - 01\xa0\xa0 Introduction to Natural Language Processing    ', 'Undergraduate', 'Student Option', '43080', 'Lecture', '5 units', '\xa0', ' Closed', '0', '81', '82', '0', '0']
['\n        CMPS 144 - 01\xa0\xa0 Applied Machine Learning    ', 'Undergraduate', 'Student Option', '43490', 'Lecture', '5 units', '\xa0', ' Open', '5', '98', '93', '0', '0']
['\n        CMPS 161 - 01\xa0\xa0 Introduction to Data Visualization    ', 'Undergraduate', 'Student Option', '41399', 'Lecture', '5 units', '\xa0', ' Open', '43', '70', '27', '0', '0']
['\n        CMPS 161L - 01\xa0\xa0 Data Visualization Laboratory    ', 'Undergraduate', 'Student Option', '42580', 'Laboratory', '2 units', '\xa0', ' Open', '43', '70', '27', '0', '0']
['\n        CMPS 180 - 01\xa0\xa0 Database Systems I    ', 'Undergraduate', 'Student Option', '41400', 'Lecture', '5 units', '\xa0', ' Closed', '0', '120', '120', '0', '0']
['\n        CMPS 201 - 01\xa0\xa0 Analysis of Algorithms    ', 'Graduate', 'Student Option', '41404', 'Lecture', '5 units', '\xa0', ' Open', '22', '70', '48', '0', '0']
['\n        CMPS 211 - 01\xa0\xa0 Combinatorial Algorithms    ', 'Graduate', 'Student Option', '41408', 'Lecture', '5 units', '\xa0', ' Open', '10', '30', '20', '0', '0']
['\n        CMPS 240 - 01\xa0\xa0 Artificial Intelligence    ', 'Graduate', 'Student Option', '41409', 'Lecture', '5 units', '\xa0', ' Closed', '0', '50', '55', '0', '0']
['\n        CMPS 261 - 01\xa0\xa0 Advanced Visualization    ', 'Graduate', 'Student Option', '42932', 'Lecture', '5 units', '\xa0', ' Open', '5', '20', '15', '0', '0']
['\n        CMPS 277 - 01\xa0\xa0 Principles of Database Systems    ', 'Graduate', 'Student Option', '41412', 'Lecture', '5 units', '\xa0', ' Open', '2', '24', '22', '0', '0']
['\n        CMPS 280D - 01\xa0\xa0 Seminar in Database Systems    ', 'Graduate', 'Student Option', '42759', 'Seminar', '2 units', '\xa0', ' Open', '10', '15', '5', '0', '0']
['\n        CMPS 280L - 01\xa0\xa0 Seminar on Logic in Computer Science    ', 'Graduate', 'Student Option', '43320', 'Seminar', '2 units', '\xa0', ' Open', '5', '10', '5', '0', '0']
['\n        CMPS 280O - 01\xa0\xa0 Seminar in Applied Programming Languages    ', 'Graduate', 'Student Option', '43839', 'Seminar', '2 units', '\xa0', ' Open', '12', '19', '7', '0', '0']
['\n        CMPS 280S - 01\xa0\xa0 Seminar on Computer Systems    ', 'Graduate', 'Student Option', '41414', 'Seminar', '2 units', '\xa0', ' Open', '11', '15', '4', '0', '0']
['\n        CMPS 280Z - 01\xa0\xa0 Seminar in Natural Language Processing and Dialogue    ', 'Graduate', 'Student Option', '43011', 'Seminar', '2 units', '\xa0', ' Closed', '0', '15', '16', '0', '0']
['\n        CMPS 290K - 01\xa0\xa0 Advanced Topics in Natural Language Processing    ', 'Graduate', 'Student Option', '43841', 'Lecture', '5 units', '\xa0', ' Open', '11', '25', '14', '0', '0']
['\n        COWL 12 - 01\xa0\xa0 Public Speaking    ', 'Undergraduate', 'Student Option', '42937', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '20', '0', '0']
['\n        COWL 39 - 01\xa0\xa0 Brain, Mind, and Consciousness    ', 'Undergraduate', 'Student Option', '43110', 'Lecture', '3 units', '\xa0', ' Open', '3', '40', '37', '0', '0']
['\n        COWL 52 - 01\xa0\xa0 Personal Finance and Investing    ', 'Undergraduate', 'Student Option', '43771', 'Seminar', '5 units', '\xa0', ' Open', '2', '110', '108', '0', '0']
['\n        COWL 70B - 01\xa0\xa0 Intermediate Book Arts    ', 'Undergraduate', 'Student Option', '42656', 'Studio', '5 units', '\xa0', ' Closed', '0', '12', '12', '0', '0']
['\n        COWL 111 - 01\xa0\xa0 Mock Trial Workshop    ', 'Undergraduate', 'Student Option', '42968', 'Seminar', '2 units', '\xa0', ' Closed', '0', '40', '42', '0', '0']
['\n        COWL 122 - 01\xa0\xa0 United Nations Contemporary Issues    ', 'Undergraduate', 'Student Option', '43216', 'Seminar', '2 units', 'PR-E', ' Closed', '4', '90', '86', '0', '0']
['\n        COWL 161D - 01\xa0\xa0 Building the Poem: Process, Form, and the Embodied Text    ', 'Undergraduate', 'Student Option', '43925', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '10', '11', '0', '0']
['\n        COWL 165 - 01\xa0\xa0 Fundraising Practicum    ', 'Undergraduate', 'Student Option', '43341', 'Seminar', '3 units', '\xa0', ' Closed', '7', '20', '13', '0', '0']
['\n        COWL 168 - 01\xa0\xa0 Social Change    ', 'Undergraduate', 'Student Option', '43007', 'Field Studies', '2 units', 'PR-S', ' Closed', '0', '0', '109', '0', '0']
['\n        COWL 184B - 01\xa0\xa0 Leadership and Institution Building    ', 'Undergraduate', 'Student Option', '41415', 'Lecture', '2 units', 'PR-S', ' Closed', '0', '40', '50', '0', '0']
['\n        CRES 70S - 01\xa0\xa0 Introduction to the Sikhs    ', 'Undergraduate', 'Student Option', '43758', 'Lecture', '2 units', '\xa0', ' Closed', '0', '35', '35', '0', '0']
['\n        CRES 100 - 01\xa0\xa0 Comparative Theories of Race and Ethnicity    ', 'Undergraduate', 'Student Option', '43060', 'Lecture', '5 units', 'ER', ' Open', '8', '64', '56', '0', '0']
['\n        CRES 190A - 01\xa0\xa0 Critical Race Feminisms    ', 'Undergraduate', 'Student Option', '43807', 'Seminar', '5 units', '\xa0', ' Closed', '0', '20', '21', '0', '0']
['\n        CRES 218 - 01\xa0\xa0 Militarism and Tourism    ', 'Graduate', 'Student Option', '43798', 'Seminar', '5 units', '\xa0', ' Open', '5', '10', '5', '0', '0']
['\n        CRSN 3L - 01\xa0\xa0 Precalculus Academy Lab    ', 'Undergraduate', 'Student Option', '43323', 'Laboratory', '2 units', '\xa0', ' Closed', '0', '40', '40', '0', '0']
['\n        CRSN 10 - 01\xa0\xa0 Academic Success    ', 'Undergraduate', 'Student Option', '41265', 'Seminar', '2 units', '\xa0', ' Closed', '0', '25', '33', '0', '0']
['\n        CRSN 15 - 01\xa0\xa0 Strategies to Jump Start Your STEM Learning    ', 'Undergraduate', 'Student Option', '43313', 'Seminar', '2 units', '\xa0', ' Open', '6', '20', '14', '0', '0']
['\n        CRSN 15 - 02\xa0\xa0 Strategies to Jump Start Your STEM Learning    ', 'Undergraduate', 'Student Option', '43314', 'Seminar', '2 units', '\xa0', ' Open', '11', '20', '9', '0', '0']
['\n        CRSN 20G - 01\xa0\xa0 Peregrine Falcons Return    ', 'Undergraduate', 'Student Option', '42871', 'Seminar', '2 units', '\xa0', ' Open', '19', '60', '41', '0', '0']
['\n        CRSN 55 - 01\xa0\xa0 Rachel Carson College: Service Learning Practicum    ', 'Undergraduate', 'Student Option', '43101', 'Field Studies', '2 units', 'PR-S', ' Closed', '0', '32', '34', '0', '0']
['\n        CRSN 56 - 01\xa0\xa0 Media Internships for Sustainability    ', 'Undergraduate', 'Student Option', '43054', 'Seminar', '2 units', '\xa0', ' Open', '10', '10', '0', '0', '0']
['\n        CRSN 122 - 01\xa0\xa0 United Nations Contemporary Issues    ', 'Undergraduate', 'Student Option', '43217', 'Seminar', '2 units', 'PR-E', ' Open', '4', '90', '86', '0', '0']
['\n        CRSN 151A - 01\xa0\xa0 Sustainability Praxis in the Built Environment    ', 'Undergraduate', 'Student Option', '43296', 'Lecture', '5 units', 'PE-T', ' Open', '1', '25', '24', '0', '0']
['\n        CRSN 152 - 01\xa0\xa0 IDEASS Laboratory Practicum    ', 'Undergraduate', 'Student Option', '43304', 'Laboratory', '2 units', '\xa0', ' Open', '11', '25', '14', '0', '0']
['\n        CRSN 152 - 02\xa0\xa0 IDEASS Laboratory Practicum    ', 'Undergraduate', 'Student Option', '43305', 'Laboratory', '2 units', '\xa0', ' Open', '2', '10', '8', '0', '0']
['\n        CRSN 152 - 03\xa0\xa0 IDEASS Laboratory Practicum    ', 'Undergraduate', 'Student Option', '43306', 'Laboratory', '2 units', '\xa0', ' Open', '7', '10', '3', '0', '0']
['\n        CRSN 152 - 04\xa0\xa0 IDEASS Laboratory Practicum    ', 'Undergraduate', 'Student Option', '43307', 'Laboratory', '2 units', '\xa0', ' Open', '9', '10', '1', '0', '0']
['\n        CRSN 160 - 01\xa0\xa0 Developing Leadership to Facilitate Environmental Education    ', 'Undergraduate', 'Student Option', '42973', 'Lecture', '5 units', '\xa0', ' Open', '15', '25', '10', '0', '0']
['\n        CRWN 1 - 01\xa0\xa0 Academic Literacy and Ethos: Ethical and Societal Implications of Emerging Technologies    ', 'Undergraduate', 'Student Option', '44191', 'Seminar', '5 units', '\xa0', ' Open', '6', '20', '14', '0', '0']
['\n        CRWN 70 - 01\xa0\xa0 Introduction to Broadcast Media: Radio    ', 'Undergraduate', 'Student Option', '42970', 'Lecture', '3 units', '\xa0', ' Open', '4', '20', '16', '0', '0']
['\n        CRWN 70L - 01\xa0\xa0 Broadcast Production: Radio    ', 'Undergraduate', 'Student Option', '44179', 'Laboratory', '2 units', 'PR-S', ' Open', '25', '25', '0', '0', '0']
['\n        CRWN 89 - 01\xa0\xa0 Workshop in Computational Biology    ', 'Undergraduate', 'Student Option', '43934', 'Seminar', '5 units', 'TA', ' Open', '2', '20', '18', '0', '0']
['\n        CRWN 96 - 01\xa0\xa0 Digital Theater Workshop: Theorizing Culture and the Future    ', 'Undergraduate', 'Student Option', '43931', 'Studio', '5 units', 'TA', ' Closed', '0', '24', '26', '0', '0']
['\n        CRWN 185 - 01\xa0\xa0 Career and Internship Preparation    ', 'Undergraduate', 'Student Option', '42602', 'Seminar', '2 units', '\xa0', ' Closed', '0', '100', '100', '0', '0']
['\n        CSP 241 - 01\xa0\xa0 Experimental Design and Data Analysis    ', 'Graduate', 'Student Option', '43472', 'Lecture', '5 units', '\xa0', ' Closed', '0', '22', '28', '0', '0']
['\n        CSP 241L - 01\xa0\xa0 Experimental Design and Data Analysis Lab    ', 'Graduate', 'Student Option', '43474', 'Laboratory', '2 units', '\xa0', ' Open', '2', '22', '20', '0', '0']
['\n        CSP 242 - 01\xa0\xa0 Public Policy and Conservation    ', 'Graduate', 'Student Option', '43473', 'Seminar', '5 units', '\xa0', ' Closed', '9', '25', '16', '0', '0']
['\n        CSP 243 - 01\xa0\xa0 Coastal Governance    ', 'Graduate', 'Student Option', '43470', 'Lecture', '5 units', '\xa0', ' Closed', '11', '60', '49', '0', '0']
['\n        DANM 201 - 01\xa0\xa0 Recent Methods and Approaches to Digital Arts and Culture    ', 'Graduate', 'Student Option', '42556', 'Lecture', '5 units', '\xa0', ' Closed', '0', '10', '10', '0', '0']
['\n        DANM 211 - 01\xa0\xa0 Critique    ', 'Graduate', 'Student Option', '42742', 'Studio', '5 units', '\xa0', ' Open', '2', '10', '8', '0', '0']
['\n        DANM 215 - 01\xa0\xa0 MFA Exhibition Production    ', 'Graduate', 'Student Option', '42860', 'Seminar', '5 units', '\xa0', ' Open', '4', '15', '11', '0', '0']
['\n        DANM 250E - 01\xa0\xa0 Collaborative Research Project Group: Experimental Play    ', 'Graduate', 'Student Option', '43231', 'Seminar', '5 units', '\xa0', ' Closed', '0', '6', '7', '0', '0']
['\n        DANM 267 - 01\xa0\xa0 Workshop in Computer Music and Visualization    ', 'Graduate', 'Student Option', '42858', 'Studio', '2 units', '\xa0', ' Open', '5', '8', '3', '0', '0']
['\n        EART 10 - 01\xa0\xa0 Geologic Principles    ', 'Undergraduate', 'Student Option', '41416', 'Lecture', '5 units', 'SI', ' Open', '16', '100', '84', '0', '0']
['\n        EART 10L - 01\xa0\xa0 Geologic Principles Laboratory    ', 'Undergraduate', 'Student Option', '41421', 'Laboratory', '1 units', '\xa0', ' Open', '2', '20', '18', '0', '0']
['\n        EART 10L - 02\xa0\xa0 Geologic Principles Laboratory    ', 'Undergraduate', 'Student Option', '41422', 'Laboratory', '1 units', '\xa0', ' Open', '12', '20', '8', '0', '0']
['\n        EART 12 - 01\xa0\xa0 Introduction to Weather and Climate    ', 'Undergraduate', 'Student Option', '41434', 'Lecture', '5 units', 'SR', ' Open', '1', '100', '99', '0', '0']
['\n        EART 66 - 01\xa0\xa0 Natural History of Dinosaurs    ', 'Undergraduate', 'Student Option', '41423', 'Lecture', '5 units', 'SI', ' Closed', '0', '265', '266', '0', '0']
['\n        EART 96 - 01\xa0\xa0 Academic Success Skills    ', 'Undergraduate', 'Student Option', '44081', 'Seminar', '2 units', '\xa0', ' Closed', '0', '2', '8', '0', '0']
['\n        EART 104 - 01\xa0\xa0 Geologic Hazards    ', 'Undergraduate', 'Student Option', '41444', 'Lecture', '5 units', '\xa0', ' Open', '5', '30', '25', '0', '0']
['\n        EART 105 - 01\xa0\xa0 Coastal Geology    ', 'Undergraduate', 'Student Option', '41445', 'Lecture', '5 units', '\xa0', ' Open', '2', '40', '38', '0', '0']
['\n        EART 110B - 01\xa0\xa0 Earth as a Chemical System    ', 'Undergraduate', 'Student Option', '41448', 'Lecture', '5 units', '\xa0', ' Open', '5', '83', '78', '0', '0']
['\n        EART 110M - 01\xa0\xa0 Earth as a Chemical System Laboratory    ', 'Undergraduate', 'Student Option', '41449', 'Laboratory', '2 units', '\xa0', ' Open', '5', '22', '17', '0', '0']
['\n        EART 110M - 02\xa0\xa0 Earth as a Chemical System Laboratory    ', 'Undergraduate', 'Student Option', '41450', 'Laboratory', '2 units', '\xa0', ' Open', '9', '22', '13', '0', '0']
['\n        EART 110M - 03\xa0\xa0 Earth as a Chemical System Laboratory    ', 'Undergraduate', 'Student Option', '41451', 'Laboratory', '2 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        EART 110M - 04\xa0\xa0 Earth as a Chemical System Laboratory    ', 'Undergraduate', 'Student Option', '41452', 'Laboratory', '2 units', '\xa0', ' Open', '3', '22', '19', '0', '0']
['\n        EART 125 - 01\xa0\xa0 Statistics and Data Analysis in the Geosciences    ', 'Undergraduate', 'Student Option', '42919', 'Lecture', '5 units', 'SR', ' Open', '12', '50', '38', '0', '0']
['\n        EART 140 - 01\xa0\xa0 Geomorphology    ', 'Undergraduate', 'Student Option', '41453', 'Lecture', '5 units', '\xa0', ' Open', '8', '35', '27', '0', '0']
['\n        EART 140L - 01\xa0\xa0 Geomorphology Laboratory    ', 'Undergraduate', 'Student Option', '41454', 'Laboratory', '2 units', '\xa0', ' Open', '14', '20', '6', '0', '0']
['\n        EART 140L - 02\xa0\xa0 Geomorphology Laboratory    ', 'Undergraduate', 'Student Option', '41455', 'Laboratory', '2 units', '\xa0', ' Closed', '0', '20', '20', '0', '0']
['\n        EART 148 - 01\xa0\xa0 Glaciology    ', 'Undergraduate', 'Student Option', '43584', 'Lecture', '5 units', '\xa0', ' Open', '5', '30', '25', '0', '0']
['\n        EART 164 - 01\xa0\xa0 Planetary Atmospheres    ', 'Undergraduate', 'Student Option', '43596', 'Lecture', '5 units', '\xa0', ' Open', '36', '50', '14', '0', '0']
['\n        EART 191A - 01\xa0\xa0 Climate Change Science and Policy    ', 'Undergraduate', 'Student Option', '43002', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '16', '0', '0']
['\n        EART 206 - 01\xa0\xa0 Great Papers in the Earth Sciences    ', 'Graduate', 'Student Option', '41460', 'Lecture', '5 units', '\xa0', ' Open', '4', '20', '16', '0', '0']
['\n        EART 225 - 01\xa0\xa0 Statistics and Data Analysis in the Geosciences    ', 'Graduate', 'Student Option', '43144', 'Lecture', '5 units', '\xa0', ' Open', '12', '50', '38', '0', '0']
['\n        EART 260 - 01\xa0\xa0 Introductory Data Analysis in the Ocean and Earth Sciences    ', 'Graduate', 'Student Option', '42614', 'Lecture', '5 units', '\xa0', ' Open', '15', '30', '15', '0', '0']
['\n        EART 264 - 01\xa0\xa0 Planetary Atmospheres    ', 'Graduate', 'Student Option', '43597', 'Lecture', '5 units', '\xa0', ' Open', '36', '50', '14', '0', '0']
['\n        EART 265 - 01\xa0\xa0 Order of Magnitude Estimation    ', 'Graduate', 'Student Option', '42749', 'Lecture', '5 units', '\xa0', ' Open', '11', '20', '9', '0', '0']
['\n        EART 290B - 01\xa0\xa0 Topics in Glaciology    ', 'Graduate', 'Student Option', '43583', 'Seminar', '5 units', '\xa0', ' Open', '16', '20', '4', '0', '0']
['\n        EART 290C - 01\xa0\xa0 Topics in Geophysics    ', 'Graduate', 'Student Option', '41462', 'Seminar', '5 units', '\xa0', ' Open', '12', '20', '8', '0', '0']
['\n        EART 290E - 01\xa0\xa0 Topics in Planetary Science    ', 'Graduate', 'Student Option', '41463', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '0', '0', '0']
['\n        EART 290H - 01\xa0\xa0 Topics in Hydrogeology    ', 'Graduate', 'Student Option', '43594', 'Seminar', '5 units', '\xa0', ' Closed', '20', '20', '0', '0', '0']
['\n        EART 290O - 01\xa0\xa0 Topics in Hydrology    ', 'Graduate', 'Student Option', '44201', 'Seminar', '5 units', '\xa0', ' Open', '12', '20', '8', '0', '0']
['\n        EART 292 - 01\xa0\xa0 Seminar    ', 'Graduate', 'Student Option', '41464', 'Seminar', '0 units', '\xa0', ' Open', '17', '50', '33', '0', '0']
['\n        EART 292 - 02\xa0\xa0 Seminar    ', 'Graduate', 'Student Option', '41465', 'Seminar', '0 units', '\xa0', ' Closed', '0', '30', '30', '0', '0']
['\n        ECON 1 - 01\xa0\xa0 Introductory Microeconomics: Resource Allocation and Market Structure    ', 'Undergraduate', 'Student Option', '41466', 'Lecture', '5 units', 'PE-H', ' Closed', '0', '420', '427', '0', '0']
['\n        ECON 2 - 01\xa0\xa0 Introductory Macroeconomics: Aggregate Economic Activity    ', 'Undergraduate', 'Student Option', '41481', 'Lecture', '5 units', 'PE-H', ' Closed', '0', '322', '322', '0', '0']
['\n        ECON 10A - 01\xa0\xa0 Economics of Accounting    ', 'Undergraduate', 'Student Option', '41492', 'Lecture', '5 units', '\xa0', ' Open', '66', '260', '194', '0', '0']
['\n        ECON 10B - 01\xa0\xa0 Economics of Accounting    ', 'Undergraduate', 'Student Option', '41501', 'Lecture', '5 units', '\xa0', ' Open', '28', '200', '172', '0', '0']
['\n        ECON 11A - 01\xa0\xa0 Mathematical Methods for Economists I    ', 'Undergraduate', 'Student Option', '41508', 'Lecture', '5 units', 'MF', ' Open', '51', '130', '79', '0', '0']
['\n        ECON 11B - 01\xa0\xa0 Mathematical Methods for Economists II    ', 'Undergraduate', 'Student Option', '41518', 'Lecture', '5 units', 'MF', ' Closed', '0', '170', '170', '0', '0']
['\n        ECON 100A - 01\xa0\xa0 Intermediate Microeconomics    ', 'Undergraduate', 'Student Option', '41534', 'Lecture', '5 units', '\xa0', ' Closed', '0', '110', '110', '0', '0']
['\n        ECON 100A - 02\xa0\xa0 Intermediate Microeconomics    ', 'Undergraduate', 'Student Option', '41539', 'Lecture', '5 units', '\xa0', ' Closed', '0', '110', '110', '0', '0']
['\n        ECON 100A - 03\xa0\xa0 Intermediate Microeconomics    ', 'Undergraduate', 'Student Option', '41544', 'Lecture', '5 units', '\xa0', ' Open', '14', '65', '51', '0', '0']
['\n        ECON 100B - 01\xa0\xa0 Intermediate Macroeconomics    ', 'Undergraduate', 'Student Option', '41549', 'Lecture', '5 units', '\xa0', ' Open', '31', '120', '89', '0', '0']
['\n        ECON 100B - 02\xa0\xa0 Intermediate Macroeconomics    ', 'Undergraduate', 'Student Option', '41554', 'Lecture', '5 units', '\xa0', ' Closed', '0', '120', '120', '0', '0']
['\n        ECON 101 - 01\xa0\xa0 Managerial Economics    ', 'Undergraduate', 'Student Option', '41559', 'Lecture', '5 units', '\xa0', ' Open', '12', '145', '133', '0', '0']
['\n        ECON 104 - 01\xa0\xa0 Is There Truth in Numbers: The Role of Statistics in Economics    ', 'Undergraduate', 'Student Option', '41564', 'Lecture', '5 units', '\xa0', ' Open', '7', '110', '103', '0', '0']
