Title, Career, Grading, Class Number, Type, Credits, GE, Status, Available Seats, Enrollment Cap, Enrolled, WaitCap, WaitList
['\n        ITAL 2 - 01\xa0\xa0 First-Year Italian    ', 'Undergraduate', 'Student Option', '41870', 'Lecture', '5 units', '\xa0', ' Open', '10', '25', '15', '0', '0']
['\n        ITAL 2 - 02\xa0\xa0 First-Year Italian    ', 'Undergraduate', 'Student Option', '41871', 'Lecture', '5 units', '\xa0', ' Open', '14', '25', '11', '0', '0']
['\n        ITAL 5 - 01\xa0\xa0 Second-Year Italian    ', 'Undergraduate', 'Student Option', '41872', 'Lecture', '5 units', 'CC', ' Open', '15', '25', '10', '0', '0']
['\n        JAPN 2 - 01\xa0\xa0 First-Year Japanese    ', 'Undergraduate', 'Student Option', '41873', 'Lecture', '5 units', '\xa0', ' Open', '17', '24', '7', '0', '0']
['\n        JAPN 2 - 02\xa0\xa0 First-Year Japanese    ', 'Undergraduate', 'Student Option', '41874', 'Lecture', '5 units', '\xa0', ' Open', '2', '25', '23', '0', '0']
['\n        JAPN 2 - 03\xa0\xa0 First-Year Japanese    ', 'Undergraduate', 'Student Option', '41875', 'Lecture', '5 units', '\xa0', ' Closed', '0', '25', '26', '0', '0']
['\n        JAPN 2 - 04\xa0\xa0 First-Year Japanese    ', 'Undergraduate', 'Student Option', '41876', 'Lecture', '5 units', '\xa0', ' Closed', '0', '25', '30', '0', '0']
['\n        JAPN 2 - 05\xa0\xa0 First-Year Japanese    ', 'Undergraduate', 'Student Option', '41877', 'Lecture', '5 units', '\xa0', ' Open', '1', '25', '24', '0', '0']
['\n        JAPN 5 - 01\xa0\xa0 Second-Year Japanese    ', 'Undergraduate', 'Student Option', '41878', 'Lecture', '5 units', 'CC', ' Closed', '0', '25', '25', '0', '0']
['\n        JAPN 5 - 02\xa0\xa0 Second-Year Japanese    ', 'Undergraduate', 'Student Option', '41879', 'Lecture', '5 units', 'CC', ' Open', '8', '25', '17', '0', '0']
['\n        JAPN 104 - 01\xa0\xa0 Advanced Japanese    ', 'Undergraduate', 'Student Option', '41880', 'Lecture', '5 units', '\xa0', ' Open', '9', '25', '16', '0', '0']
['\n        KRSG 2 - 01\xa0\xa0 Power and Representation in Media    ', 'Undergraduate', 'Student Option', '43961', 'Seminar', '5 units', 'IM', ' Open', '14', '30', '16', '0', '0']
['\n        KRSG 2 - 01\xa0\xa0 Power and Representation in Media    ', 'Undergraduate', 'Student Option', '43961', 'Seminar', '5 units', 'IM', ' Open', '14', '30', '16', '0', '0']
['\n        KRSG 25 - 01\xa0\xa0 Successful Transfer to the Research University    ', 'Undergraduate', 'Student Option', '43055', 'Seminar', '2 units', '\xa0', ' Closed', '0', '24', '25', '0', '0']
['\n        KRSG 25 - 02\xa0\xa0 Successful Transfer to the Research University    ', 'Undergraduate', 'Student Option', '43056', 'Seminar', '2 units', '\xa0', ' Open', '1', '24', '23', '0', '0']
['\n        KRSG 65W - 01\xa0\xa0 Kresge Lab: Creative Writing    ', 'Undergraduate', 'Student Option', '42849', 'Laboratory', '2 units', 'PR-C', ' Closed', '0', '20', '22', '0', '0']
['\n        KRSG 65W - 02\xa0\xa0 Kresge Lab: Creative Writing    ', 'Undergraduate', 'Student Option', '42850', 'Laboratory', '2 units', 'PR-C', ' Closed', '0', '20', '20', '0', '0']
['\n        KRSG 73 - 01\xa0\xa0 Collaborative Learning: Sustainable Communities    ', 'Undergraduate', 'Student Option', '43806', 'Lecture', '2 units', 'PR-E', ' Closed', '0', '0', '20', '0', '0']
['\n        LALS 1 - 01\xa0\xa0 Introduction to Latin American and Latino Studies    ', 'Undergraduate', 'Student Option', '41881', 'Lecture', '5 units', 'ER', ' Open', '105', '280', '175', '0', '0']
['\n        LALS 30 - 01\xa0\xa0 Social Movements in Latin America    ', 'Undergraduate', 'Student Option', '43504', 'Lecture', '5 units', 'CC', ' Open', '7', '68', '61', '0', '0']
['\n        LALS 80F - 01\xa0\xa0 Latinos in the U.S.: A Comparative Perspective    ', 'Undergraduate', 'Student Option', '41889', 'Lecture', '5 units', 'ER', ' Open', '28', '68', '40', '0', '0']
['\n        LALS 100A - 01\xa0\xa0 Social Science Analytics    ', 'Undergraduate', 'Student Option', '41890', 'Lecture', '5 units', '\xa0', ' Open', '45', '120', '75', '0', '0']
['\n        LALS 143 - 01\xa0\xa0 Race and Ethnicity    ', 'Undergraduate', 'Student Option', '41896', 'Lecture', '5 units', 'ER', ' Closed', '0', '48', '51', '0', '0']
['\n        LALS 152 - 01\xa0\xa0 Consumer Cultures Between the Americas    ', 'Undergraduate', 'Student Option', '42789', 'Lecture', '5 units', 'CC', ' Closed', '0', '48', '48', '0', '0']
['\n        LALS 157 - 01\xa0\xa0 Revoluciones Sociales    ', 'Undergraduate', 'Student Option', '43835', 'Lecture', '5 units', '\xa0', ' Open', '3', '60', '57', '0', '0']
['\n        LALS 169 - 01\xa0\xa0 South America: History, Society, and Culture    ', 'Undergraduate', 'Student Option', '43326', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '41', '0', '0']
['\n        LALS 194X - 01\xa0\xa0 Extractivism and Socio-Environmental Conflicts in the Americas    ', 'Undergraduate', 'Student Option', '43334', 'Seminar', '5 units', '\xa0', ' Open', '2', '25', '23', '0', '0']
['\n        LALS 200A - 01\xa0\xa0 Power and Society    ', 'Graduate', 'Student Option', '43142', 'Seminar', '5 units', '\xa0', ' Open', '10', '15', '5', '0', '0']
['\n        LALS 202 - 01\xa0\xa0 Latin/o American Spaces and Modernity    ', 'Graduate', 'Student Option', '43194', 'Seminar', '5 units', '\xa0', ' Open', '9', '15', '6', '0', '0']
['\n        LALS 244 - 01\xa0\xa0 Digital Mapping and Human Geographies    ', 'Graduate', 'Student Option', '43330', 'Seminar', '5 units', '\xa0', ' Open', '8', '15', '7', '0', '0']
['\n        LALS 292 - 01\xa0\xa0 LALS Graduate Colloquim    ', 'Graduate', 'Student Option', '43464', 'Seminar', '2 units', '\xa0', ' Open', '8', '21', '13', '0', '0']
['\n        LATN 2 - 01\xa0\xa0 Elementary Latin    ', 'Undergraduate', 'Student Option', '41898', 'Lecture', '5 units', '\xa0', ' Open', '17', '35', '18', '0', '0']
['\n        LGST 10 - 01\xa0\xa0 Introduction to Legal Process    ', 'Undergraduate', 'Student Option', '41899', 'Lecture', '5 units', '\xa0', ' Closed', '0', '60', '63', '0', '0']
['\n        LGST 105A - 01\xa0\xa0 Ancient Political Thought    ', 'Undergraduate', 'Student Option', '42297', 'Lecture', '5 units', '\xa0', ' Closed', '24', '150', '126', '0', '0']
['\n        LGST 111A - 01\xa0\xa0 Constitutional Law    ', 'Undergraduate', 'Student Option', '42308', 'Lecture', '5 units', '\xa0', ' Closed', '2', '80', '78', '0', '0']
['\n        LGST 114 - 01\xa0\xa0 Jews, Anti-Semitism, and the American Legal System    ', 'Undergraduate', 'Student Option', '42720', 'Lecture', '5 units', '\xa0', ' Open', '1', '50', '49', '0', '0']
['\n        LGST 116 - 01\xa0\xa0 Comparative Law    ', 'Undergraduate', 'Student Option', '42702', 'Lecture', '5 units', 'CC', ' Closed', '0', '140', '142', '0', '0']
['\n        LGST 120A - 01\xa0\xa0 Congress, President, and the Court in American Politics    ', 'Undergraduate', 'Student Option', '42329', 'Lecture', '5 units', '\xa0', ' Closed', '1', '150', '149', '0', '0']
['\n        LGST 128 - 01\xa0\xa0 Poverty and Public Policy    ', 'Undergraduate', 'Student Option', '41591', 'Lecture', '5 units', '\xa0', ' Open', '26', '40', '14', '0', '0']
['\n        LGST 128C - 01\xa0\xa0 Social History of Democracy, Anarchism, and Indigenism    ', 'Undergraduate', 'Student Option', '43277', 'Lecture', '5 units', 'CC', ' Open', '34', '120', '86', '0', '0']
['\n        LGST 144 - 01\xa0\xa0 Topics in Social and Political Philosophy    ', 'Undergraduate', 'Student Option', '43466', 'Lecture', '5 units', '\xa0', ' Closed', '0', '40', '40', '0', '0']
['\n        LGST 147A - 01\xa0\xa0 Psychology and Law    ', 'Undergraduate', 'Student Option', '42428', 'Lecture', '5 units', '\xa0', ' Closed', '0', '60', '64', '0', '0']
['\n        LGST 160A - 01\xa0\xa0 Industrial Organization    ', 'Undergraduate', 'Student Option', '41611', 'Lecture', '5 units', '\xa0', ' Open', '2', '50', '48', '0', '0']
['\n        LGST 175 - 01\xa0\xa0 Human Rights    ', 'Undergraduate', 'Student Option', '42934', 'Lecture', '5 units', '\xa0', ' Closed', '0', '75', '76', '0', '0']
['\n        LGST 185 - 01\xa0\xa0 Legal Studies Internship/Field Seminar: Experiences in Law, Policy, and Society    ', 'Undergraduate', 'Student Option', '43358', 'Field Studies', '5 units', 'PR-S', ' Open', '2', '30', '28', '0', '0']
['\n        LGST 196 - 01\xa0\xa0 Senior Capstone    ', 'Undergraduate', 'Student Option', '41900', 'Lecture', '5 units', '\xa0', ' Closed', '0', '35', '38', '0', '0']
['\n        LING 50 - 01\xa0\xa0 Introduction to Linguistics    ', 'Undergraduate', 'Student Option', '41901', 'Lecture', '5 units', 'SI', ' Closed', '0', '0', '145', '0', '0']
['\n        LING 53 - 01\xa0\xa0 Semantics I    ', 'Undergraduate', 'Student Option', '41913', 'Lecture', '5 units', 'MF', ' Closed', '0', '0', '91', '0', '0']
['\n        LING 80C - 01\xa0\xa0 Language, Society, and Culture    ', 'Undergraduate', 'Student Option', '41918', 'Lecture', '5 units', 'CC', ' Closed', '0', '0', '152', '0', '0']
['\n        LING 101 - 01\xa0\xa0 Phonology I    ', 'Undergraduate', 'Student Option', '41919', 'Lecture', '5 units', 'MF', ' Closed', '0', '0', '77', '0', '0']
['\n        LING 103 - 01\xa0\xa0 Phonology III    ', 'Undergraduate', 'Student Option', '43239', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '11', '0', '0']
['\n        LING 105 - 01\xa0\xa0 Morphology    ', 'Undergraduate', 'Student Option', '41924', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '28', '0', '0']
['\n        LING 112 - 01\xa0\xa0 Syntax I    ', 'Undergraduate', 'Student Option', '41910', 'Lecture', '5 units', 'MF', ' Closed', '0', '0', '44', '0', '0']
['\n        LING 116 - 01\xa0\xa0 Semantics II    ', 'Undergraduate', 'Student Option', '41927', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '48', '0', '0']
['\n        LING 157 - 01\xa0\xa0 Psycholinguistics and Linguistic Theory    ', 'Undergraduate', 'Student Option', '42911', 'Seminar', '5 units', 'SR', ' Closed', '0', '0', '20', '0', '0']
['\n        LING 187 - 01\xa0\xa0 Structure of Japanese    ', 'Undergraduate', 'Student Option', '43593', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '14', '0', '0']
['\n        LING 212 - 01\xa0\xa0 Phonology B    ', 'Graduate', 'Student Option', '41935', 'Seminar', '5 units', '\xa0', ' Open', '9', '14', '5', '0', '0']
['\n        LING 229 - 01\xa0\xa0 Syntax Seminar    ', 'Graduate', 'Student Option', '41936', 'Seminar', '5 units', '\xa0', ' Open', '11', '14', '3', '0', '0']
['\n        LING 232 - 01\xa0\xa0 Semantics B    ', 'Graduate', 'Student Option', '41937', 'Seminar', '5 units', '\xa0', ' Open', '8', '14', '6', '0', '0']
['\n        LING 240 - 01\xa0\xa0 The Pedagogy of Linguistics    ', 'Graduate', 'Student Option', '41938', 'Seminar', '1 units', '\xa0', ' Open', '22', '30', '8', '0', '0']
['\n        LING 257 - 01\xa0\xa0 Psycholinguistics and Linguistic Theory    ', 'Graduate', 'Student Option', '42899', 'Seminar', '5 units', '\xa0', ' Open', '5', '14', '9', '0', '0']
['\n        LING 290 - 01\xa0\xa0 Research Seminar    ', 'Graduate', 'Student Option', '41939', 'Seminar', '5 units', '\xa0', ' Open', '6', '14', '8', '0', '0']
['\n        LIT 42A - 01\xa0\xa0 Student-Directed Seminar: Reclaiming Voices of a Hidden Literature--Latin American Women Writers    ', 'Undergraduate', 'Pass/Not Pass', '43375', 'Seminar', '5 units', '\xa0', ' Open', '14', '20', '6', '0', '0']
['\n        LIT 61H - 01\xa0\xa0 Introduction to  Film Analysis    ', 'Undergraduate', 'Student Option', '42772', 'Lecture', '5 units', 'IM', ' Open', '6', '150', '144', '0', '0']
['\n        LIT 61H - 01\xa0\xa0 Introduction to  Film Analysis    ', 'Undergraduate', 'Student Option', '42772', 'Lecture', '5 units', 'IM', ' Open', '6', '150', '144', '0', '0']
['\n        LIT 61L - 01\xa0\xa0 True Stories: Memoir    ', 'Undergraduate', 'Student Option', '43152', 'Lecture', '5 units', 'PR-C', ' Open', '37', '150', '113', '0', '0']
['\n        LIT 80N - 01\xa0\xa0 Latino Expressions in the U.S    ', 'Undergraduate', 'Student Option', '41940', 'Lecture', '5 units', 'ER', ' Open', '49', '100', '51', '0', '0']
['\n        LIT 90 - 01\xa0\xa0 Introduction to Creative Writing    ', 'Undergraduate', 'Student Option', '41959', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '22', '0', '0']
['\n        LIT 90 - 01\xa0\xa0 Introduction to Creative Writing    ', 'Undergraduate', 'Student Option', '41959', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '22', '0', '0']
['\n        LIT 90 - 02\xa0\xa0 Introduction to Creative Writing    ', 'Undergraduate', 'Student Option', '41960', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '23', '0', '0']
['\n        LIT 90 - 02\xa0\xa0 Introduction to Creative Writing    ', 'Undergraduate', 'Student Option', '41960', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '23', '0', '0']
['\n        LIT 90 - 03\xa0\xa0 Introduction to Creative Writing    ', 'Undergraduate', 'Student Option', '41961', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '22', '0', '0']
['\n        LIT 90 - 03\xa0\xa0 Introduction to Creative Writing    ', 'Undergraduate', 'Student Option', '41961', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '22', '0', '0']
['\n        LIT 90 - 04\xa0\xa0 Introduction to Creative Writing    ', 'Undergraduate', 'Student Option', '44156', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '23', '0', '0']
['\n        LIT 90 - 04\xa0\xa0 Introduction to Creative Writing    ', 'Undergraduate', 'Student Option', '44156', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '23', '0', '0']
['\n        LIT 91A - 01\xa0\xa0 Intermediate Fiction Writing    ', 'Undergraduate', 'Student Option', '41962', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '24', '0', '0']
['\n        LIT 91A - 01\xa0\xa0 Intermediate Fiction Writing    ', 'Undergraduate', 'Student Option', '41962', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '24', '0', '0']
['\n        LIT 91B - 01\xa0\xa0 Intermediate Poetry Writing    ', 'Undergraduate', 'Student Option', '41963', 'Seminar', '5 units', 'PR-C', ' Open', '6', '21', '15', '0', '0']
['\n        LIT 91B - 01\xa0\xa0 Intermediate Poetry Writing    ', 'Undergraduate', 'Student Option', '41963', 'Seminar', '5 units', 'PR-C', ' Open', '6', '21', '15', '0', '0']
['\n        LIT 101 - 01\xa0\xa0 Theory and Interpretation    ', 'Undergraduate', 'Student Option', '41951', 'Lecture', '5 units', '\xa0', ' Closed', '0', '130', '130', '0', '0']
['\n        LIT 102 - 01\xa0\xa0 Translation Theory    ', 'Undergraduate', 'Student Option', '42926', 'Lecture', '5 units', 'TA', ' Open', '11', '157', '146', '0', '0']
['\n        LIT 110C - 01\xa0\xa0 The Traditional U.S. Canon: Beginnings to 1900    ', 'Undergraduate', 'Student Option', '43471', 'Lecture', '5 units', 'ER', ' Open', '4', '32', '28', '0', '0']
['\n        LIT 116F - 01\xa0\xa0 Knights, Ladies, and Werewolves: Medieval French Literature in Translation    ', 'Undergraduate', 'Student Option', '43364', 'Lecture', '5 units', 'TA', ' Closed', '0', '64', '65', '0', '0']
['\n        LIT 120A - 01\xa0\xa0 Topics in Poetry    ', 'Undergraduate', 'Student Option', '43960', 'Lecture', '5 units', 'TA', ' Open', '5', '32', '27', '0', '0']
['\n        LIT 121L - 01\xa0\xa0 Green Ache: Ecopoetics, Race, and Material    ', 'Undergraduate', 'Student Option', '43365', 'Lecture', '5 units', 'ER', ' Closed', '0', '32', '32', '0', '0']
['\n        LIT 125I - 01\xa0\xa0 What is the Novel?    ', 'Undergraduate', 'Student Option', '43366', 'Lecture', '5 units', 'TA', ' Open', '1', '32', '31', '0', '0']
['\n        LIT 133G - 01\xa0\xa0 The Nuclear Pacific    ', 'Undergraduate', 'Student Option', '43367', 'Lecture', '5 units', 'CC', ' Closed', '0', '32', '33', '0', '0']
['\n        LIT 136B - 01\xa0\xa0 Beat Literature and the World    ', 'Undergraduate', 'Student Option', '41957', 'Lecture', '5 units', 'TA', ' Open', '1', '32', '31', '0', '0']
['\n        LIT 141B - 01\xa0\xa0 Classical Chinese Culture and Literature, 10th Century B.C.E. through Sixth Century C.E    ', 'Undergraduate', 'Student Option', '41977', 'Lecture', '5 units', 'CC', ' Open', '12', '96', '84', '0', '0']
['\n        LIT 146B - 01\xa0\xa0 Victorian Literature    ', 'Undergraduate', 'Student Option', '41958', 'Lecture', '5 units', 'TA', ' Closed', '0', '32', '32', '0', '0']
['\n        LIT 149D - 01\xa0\xa0 Topics in Modern Literature    ', 'Undergraduate', 'Student Option', '42609', 'Lecture', '5 units', 'TA', ' Closed', '0', '32', '33', '0', '0']
['\n        LIT 155A - 01\xa0\xa0 Cinema and Subjectivity    ', 'Undergraduate', 'Student Option', '41969', 'Lecture', '5 units', 'IM', ' Open', '3', '32', '29', '0', '0']
['\n        LIT 155A - 01\xa0\xa0 Cinema and Subjectivity    ', 'Undergraduate', 'Student Option', '41969', 'Lecture', '5 units', 'IM', ' Open', '3', '32', '29', '0', '0']
['\n        LIT 160L - 01\xa0\xa0 Literature and Philosophy    ', 'Undergraduate', 'Student Option', '43374', 'Lecture', '5 units', 'TA', ' Closed', '0', '32', '33', '0', '0']
['\n        LIT 179A - 01\xa0\xa0 Advanced Writing: Fiction    ', 'Undergraduate', 'Student Option', '41965', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '22', '0', '0']
['\n        LIT 179A - 01\xa0\xa0 Advanced Writing: Fiction    ', 'Undergraduate', 'Student Option', '41965', 'Seminar', '5 units', 'PR-C', ' Closed', '0', '22', '22', '0', '0']
['\n        LIT 179B - 01\xa0\xa0 Advanced Writing: Poetry    ', 'Undergraduate', 'Student Option', '41966', 'Seminar', '5 units', '\xa0', ' Open', '5', '22', '17', '0', '0']
['\n        LIT 179B - 01\xa0\xa0 Advanced Writing: Poetry    ', 'Undergraduate', 'Student Option', '41966', 'Seminar', '5 units', '\xa0', ' Open', '5', '22', '17', '0', '0']
['\n        LIT 179C - 01\xa0\xa0 Methods and Materials    ', 'Undergraduate', 'Student Option', '41964', 'Seminar', '5 units', 'PR-C', ' Open', '7', '22', '15', '0', '0']
['\n        LIT 179C - 01\xa0\xa0 Methods and Materials    ', 'Undergraduate', 'Student Option', '41964', 'Seminar', '5 units', 'PR-C', ' Open', '7', '22', '15', '0', '0']
['\n        LIT 183B - 01\xa0\xa0 Themen in deutscher Literatur und Kultur    ', 'Undergraduate', 'Student Option', '43135', 'Lecture', '5 units', '\xa0', ' Open', '11', '15', '4', '0', '0']
['\n        LIT 184B - 01\xa0\xa0 Greek Drama    ', 'Undergraduate', 'Student Option', '41967', 'Lecture', '5 units', '\xa0', ' Open', '5', '10', '5', '0', '0']
['\n        LIT 185B - 01\xa0\xa0 Letteratura e cultura italiana    ', 'Undergraduate', 'Student Option', '42601', 'Lecture', '5 units', 'ER', ' Closed', '0', '0', '0', '999', '0']
['\n        LIT 186D - 01\xa0\xa0 Special Topics in Latin Literature    ', 'Undergraduate', 'Student Option', '41968', 'Lecture', '5 units', '\xa0', ' Open', '10', '15', '5', '0', '0']
['\n        LIT 188E - 01\xa0\xa0 Teatro del Siglo de Oro español    ', 'Undergraduate', 'Student Option', '41975', 'Lecture', '5 units', 'CC', ' Open', '11', '32', '21', '0', '0']
['\n        LIT 189A - 01\xa0\xa0 De la conquista a Sor Juana    ', 'Undergraduate', 'Student Option', '41974', 'Lecture', '5 units', 'CC', ' Open', '11', '32', '21', '0', '0']
['\n        LIT 190A - 01\xa0\xa0 Topics in Pre- and Early Modern Studies    ', 'Undergraduate', 'Student Option', '41973', 'Seminar', '5 units', '\xa0', ' Open', '1', '25', '24', '0', '0']
['\n        LIT 190F - 01\xa0\xa0 Studies in Poetry    ', 'Undergraduate', 'Student Option', '42779', 'Seminar', '5 units', '\xa0', ' Open', '12', '25', '13', '0', '0']
['\n        LIT 190U - 01\xa0\xa0 Topics in Theory    ', 'Undergraduate', 'Student Option', '43465', 'Lecture', '5 units', 'TA', ' Closed', '0', '0', '0', '0', '0']
['\n        LIT 223 - 01\xa0\xa0 Periods and Movements    ', 'Graduate', 'Student Option', '42751', 'Seminar', '5 units', '\xa0', ' Open', '8', '15', '7', '0', '0']
['\n        LIT 230A - 01\xa0\xa0 Topics in Theory    ', 'Graduate', 'Student Option', '41972', 'Lecture', '5 units', '\xa0', ' Open', '9', '20', '11', '0', '0']
['\n        LIT 230B - 01\xa0\xa0 Narrative Theory    ', 'Graduate', 'Student Option', '41971', 'Seminar', '5 units', '\xa0', ' Open', '12', '15', '3', '0', '0']
['\n        LIT 231A - 01\xa0\xa0 Studies in Literary and Cultural History    ', 'Graduate', 'Student Option', '41970', 'Seminar', '5 units', '\xa0', ' Open', '11', '15', '4', '0', '0']
['\n        LIT 251 - 01\xa0\xa0 Topics in Cultural Studies    ', 'Graduate', 'Student Option', '41983', 'Seminar', '5 units', '\xa0', ' Open', '2', '15', '13', '0', '0']
['\n        LIT 288Y - 01\xa0\xa0 Teoria Critica en America Latina    ', 'Graduate', 'Student Option', '41976', 'Seminar', '5 units', '\xa0', ' Open', '9', '20', '11', '0', '0']
['\n        MATH 2T - 01\xa0\xa0 Preparatory Math: Tutorial    ', 'Undergraduate', 'Student Option', '43201', 'Laboratory', '2 units', '\xa0', ' Open', '5', '25', '20', '0', '0']
['\n        MATH 3 - 01\xa0\xa0 Precalculus    ', 'Undergraduate', 'Student Option', '41984', 'Lecture', '5 units', 'MF', ' Open', '5', '192', '187', '0', '0']
['\n        MATH 3 - 02\xa0\xa0 Precalculus    ', 'Undergraduate', 'Student Option', '41994', 'Lecture', '5 units', 'MF', ' Closed', '0', '0', '40', '0', '0']
['\n        MATH 11A - 01\xa0\xa0 Calculus with Applications    ', 'Undergraduate', 'Student Option', '41997', 'Lecture', '5 units', 'MF', ' Open', '6', '315', '309', '0', '0']
['\n        MATH 11B - 01\xa0\xa0 Calculus with Applications    ', 'Undergraduate', 'Student Option', '42007', 'Lecture', '5 units', 'MF', ' Open', '33', '420', '387', '0', '0']
['\n        MATH 19A - 01\xa0\xa0 Calculus for Science, Engineering, and Mathematics    ', 'Undergraduate', 'Student Option', '42018', 'Lecture', '5 units', 'MF', ' Open', '39', '320', '281', '0', '0']
['\n        MATH 19B - 01\xa0\xa0 Calculus for Science, Engineering, and Mathematics    ', 'Undergraduate', 'Student Option', '42028', 'Lecture', '5 units', 'MF', ' Closed', '0', '420', '420', '0', '0']
['\n        MATH 19B - 02\xa0\xa0 Calculus for Science, Engineering, and Mathematics    ', 'Undergraduate', 'Student Option', '42039', 'Lecture', '5 units', 'MF', ' Open', '60', '320', '260', '0', '0']
['\n        MATH 20B - 01\xa0\xa0 Honors Calculus    ', 'Undergraduate', 'Student Option', '42050', 'Lecture', '5 units', 'MF', ' Open', '26', '40', '14', '0', '0']
['\n        MATH 21 - 01\xa0\xa0 Linear Algebra    ', 'Undergraduate', 'Student Option', '42053', 'Lecture', '5 units', 'MF', ' Open', '49', '240', '191', '0', '0']
['\n        MATH 22 - 01\xa0\xa0 Introduction to Calculus of Several Variables    ', 'Undergraduate', 'Student Option', '42066', 'Lecture', '5 units', 'MF', ' Open', '6', '200', '194', '0', '0']
['\n        MATH 23A - 01\xa0\xa0 Vector Calculus    ', 'Undergraduate', 'Student Option', '42072', 'Lecture', '5 units', 'MF', ' Open', '4', '344', '340', '0', '0']
['\n        MATH 23B - 01\xa0\xa0 Vector Calculus    ', 'Undergraduate', 'Student Option', '42081', 'Lecture', '5 units', 'MF', ' Closed', '0', '135', '135', '0', '0']
['\n        MATH 24 - 01\xa0\xa0 Ordinary Differential Equations    ', 'Undergraduate', 'Student Option', '43600', 'Lecture', '5 units', '\xa0', ' Open', '6', '80', '74', '0', '0']
['\n        MATH 100 - 01\xa0\xa0 Introduction to Proof and Problem Solving    ', 'Undergraduate', 'Student Option', '42085', 'Lecture', '5 units', 'MF', ' Closed', '0', '75', '75', '0', '0']
['\n        MATH 103A - 01\xa0\xa0 Complex Analysis    ', 'Undergraduate', 'Student Option', '42089', 'Lecture', '5 units', '\xa0', ' Open', '16', '40', '24', '0', '0']
['\n        MATH 105A - 01\xa0\xa0 Real Analysis    ', 'Undergraduate', 'Student Option', '42093', 'Lecture', '5 units', '\xa0', ' Open', '4', '48', '44', '0', '0']
['\n        MATH 106 - 01\xa0\xa0 Systems of Ordinary Differential Equations    ', 'Undergraduate', 'Student Option', '42096', 'Lecture', '5 units', '\xa0', ' Open', '7', '48', '41', '0', '0']
['\n        MATH 110 - 01\xa0\xa0 Introduction to Number Theory    ', 'Undergraduate', 'Student Option', '42100', 'Lecture', '5 units', '\xa0', ' Open', '1', '60', '59', '0', '0']
['\n        MATH 111A - 01\xa0\xa0 Algebra    ', 'Undergraduate', 'Student Option', '42103', 'Lecture', '5 units', '\xa0', ' Open', '18', '48', '30', '0', '0']
['\n        MATH 124 - 01\xa0\xa0 Introduction to Topology    ', 'Undergraduate', 'Student Option', '42107', 'Lecture', '5 units', '\xa0', ' Open', '16', '40', '24', '0', '0']
['\n        MATH 160 - 01\xa0\xa0 Mathematical Logic I    ', 'Undergraduate', 'Student Option', '42108', 'Lecture', '5 units', '\xa0', ' Closed', '0', '50', '50', '0', '0']
['\n        MATH 181 - 01\xa0\xa0 History of Mathematics    ', 'Undergraduate', 'Student Option', '42109', 'Lecture', '5 units', 'TA', ' Open', '1', '75', '74', '0', '0']
['\n        MATH 194 - 01\xa0\xa0 Senior Seminar    ', 'Undergraduate', 'Student Option', '42110', 'Seminar', '5 units', '\xa0', ' Closed', '0', '22', '24', '0', '0']
['\n        MATH 201 - 01\xa0\xa0 Algebra II    ', 'Graduate', 'Student Option', '42111', 'Lecture', '5 units', '\xa0', ' Open', '7', '20', '13', '0', '0']
['\n        MATH 205 - 01\xa0\xa0 Analysis II    ', 'Graduate', 'Student Option', '42112', 'Lecture', '5 units', '\xa0', ' Open', '11', '20', '9', '0', '0']
['\n        MATH 209 - 01\xa0\xa0 Manifolds II    ', 'Graduate', 'Student Option', '42116', 'Lecture', '5 units', '\xa0', ' Open', '10', '20', '10', '0', '0']
['\n        MATH 212 - 01\xa0\xa0 Differential Geometry    ', 'Graduate', 'Student Option', '42117', 'Lecture', '5 units', '\xa0', ' Open', '13', '20', '7', '0', '0']
['\n        MATH 213B - 01\xa0\xa0 Partial Differential Equations II    ', 'Graduate', 'Student Option', '42113', 'Lecture', '5 units', '\xa0', ' Open', '10', '20', '10', '0', '0']
['\n        MATH 222A - 01\xa0\xa0 Algebraic Number Theory    ', 'Graduate', 'Student Option', '42114', 'Lecture', '5 units', '\xa0', ' Open', '12', '20', '8', '0', '0']
['\n        MATH 225A - 01\xa0\xa0 Lie Algebras    ', 'Graduate', 'Student Option', '42115', 'Lecture', '5 units', '\xa0', ' Open', '11', '20', '9', '0', '0']
['\n        MATH 240A - 01\xa0\xa0 Representations of Finite Groups I    ', 'Graduate', 'Student Option', '42118', 'Lecture', '5 units', '\xa0', ' Open', '13', '20', '7', '0', '0']
